event_date,event_location,fighter_1,fighter_2,result,method_main,method_detail,round,time,fighter_1_kd,fighter_1_str,fighter_1_td,fighter_1_sub,fighter_2_kd,fighter_2_str,fighter_2_td,fighter_2_sub,weight_class,fighter_1_record,fighter_1_height,fighter_1_weight,fighter_1_reach,fighter_1_stance,fighter_1_dob,fighter_1_slpm,fighter_1_str_acc,fighter_1_sapm,fighter_1_str_def,fighter_1_td_avg,fighter_1_td_acc,fighter_1_td_def,fighter_1_sub_avg,fighter_2_record,fighter_2_height,fighter_2_weight,fighter_2_reach,fighter_2_stance,fighter_2_dob,fighter_2_slpm,fighter_2_str_acc,fighter_2_sapm,fighter_2_str_def,fighter_2_td_avg,fighter_2_td_acc,fighter_2_td_def,fighter_2_sub_avg,fighter_1_born,fighter_1_gym,fighter_2_born,fighter_2_gym,fighter_1_ufcwins,fighter_1_ufcloss,fighter_2_ufcwins,fighter_2_ufcloss,fighter_1_active,fighter_2_active,fighter_1_wins,fighter_2_wins,fighter_1_age_at_fight,fighter_1_age_gap,fighter_1_current_age,fighter_1_draws,fighter_1_ig,fighter_1_losses,fighter_1_open_odds,fighter_1_reachheightadv,fighter_2_age_at_fight,fighter_2_current_age,fighter_2_draws,fighter_2_ig,fighter_2_losses,fighter_2_open_odds
8/3/2024,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Azamat Murzakanov,Alonzo Menifield,win,KO/TKO,Punches,2,3:18,1,45,0,0,0,15,0,0,Light Heavyweight,,"5' 10""",205 lbs.,"71""",Southpaw,4/12/1989,4.93,57%,2.86,61%,0.58,15%,83%,0,,"6' 0""",205 lbs.,"76""",Orthodox,10/18/1987,4,55%,3.92,49%,0.56,31%,78%,0.2,Russia,K-Dojo Warrior Tribe,United States,Saekson's Muay Thai,3,0,8,4,TRUE,TRUE,15,16,35,-1,36,0,146948,0,-335,,36,37,1,328172,5,175
8/3/2024,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Kaue Fernandes,Mohammad Yahya,win,KO/TKO,Punches,1,4:45,1,37,0,0,0,4,0,0,Lightweight,,"5' 9""",155 lbs.,"73""",Orthodox,3/17/1995,4,54%,1.32,61%,1.3,100%,76%,0,,"5' 9""",155 lbs.,"73""",Switch,5/23/1994,2.38,42%,4.96,38%,0.76,100%,42%,0.8,Brazil,Nova UniÃ£o,United Arab Emirates,JRCS,0,1,0,2,TRUE,TRUE,10,12,29,-1,30,0,10295,2,-400,,30,31,0,52365,5,250
8/3/2024,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Shamil Gaziev,Don'Tale Mayes,win,U-DEC,,3,5:00,0,31,2,0,0,27,0,0,Heavyweight,,"6' 4""",265 lbs.,"78""",Orthodox,2/10/1990,2.57,48%,3.87,44%,0.96,30%,83%,0.3,,"6' 6""",260 lbs.,"81""",Orthodox,1/16/1992,3.22,43%,3.61,46%,0.59,38%,46%,0,Russia,#N/A,United States,Jackson Wink MMA Academy,1,1,4,4,TRUE,TRUE,14,11,34,2,35,0,27980,1,-1450,,32,33,0,20107,9,210
8/3/2024,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Guram Kutateladze,Jordan Vucenic,win,U-DEC,,3,5:00,0,30,1,0,1,34,0,0,Lightweight,,"5' 11""",155 lbs.,"72""",Orthodox,1/8/1992,3.53,45%,4.22,54%,0.61,15%,75%,0,,"5' 10""",155 lbs.,"73""",Orthodox,3/2/1996,2.11,45%,1.9,58%,0.63,14%,44%,0,Georgia,Allstars Training Center,England,Blood Sweat and Tears,1,2,0,0,TRUE,TRUE,13,13,32,4,33,0,179017,5,-250,,28,29,0,55531,4,124
8/3/2024,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Sam Hughes,Viktoriia Dudakova,win,S-DEC,,3,5:00,0,97,0,0,0,61,3,0,Women's Strawweight,,"5' 5""",115 lbs.,"64""",Orthodox,6/28/1992,4.41,46%,4.57,58%,1.08,32%,60%,0.1,,"5' 5""",115 lbs.,"67""",Orthodox,1/26/1999,2.87,47%,3.4,50%,2.73,35%,33%,0,United States,Fortis MMA,Russia,#N/A,3,5,2,0,TRUE,TRUE,10,8,32,7,32,0,7987,6,,,25,26,0,44689,2,
8/3/2024,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Jai Herbert,Rolando Bedoya,win,U-DEC,,3,5:00,1,82,2,0,0,67,0,0,Lightweight,,"6' 1""",155 lbs.,"77""",Orthodox,5/13/1988,3.07,40%,3.26,53%,0.43,21%,66%,0,,"5' 11""",155 lbs.,"74""",Orthodox,1/13/1997,7.29,49%,6.38,52%,0,0%,33%,0,England,Team Renegade BJJ,Peru,N/A,2,4,0,2,TRUE,TRUE,13,14,36,9,37,1,23663,6,-133,,27,28,0,23575,4,-110
8/3/2024,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Sedriques Dumas,Denis Tiuliulin,win,U-DEC,,3,5:00,0,49,3,0,0,26,3,0,Middleweight,,"6' 2""",185 lbs.,"79""",Orthodox,8/6/1995,2.1,45%,2.5,55%,1.25,35%,40%,0.2,,"6' 1""",185 lbs.,"77""",Orthodox,5/17/1988,3.61,41%,5.23,38%,0.96,42%,72%,0,United States,#N/A,Russia,#N/A,2,2,1,4,TRUE,TRUE,10,10,28,-8,29,0,147,3,-250,,36,37,0,42285,10,188
7/27/2024,"Manchester, England, United Kingdom",Belal Muhammad,Leon Edwards,win,U-DEC,,5,5:00,0,68,9,0,0,47,2,0,Welterweight,,"5' 11""",170 lbs.,"72""",Orthodox,7/9/1988,4.46,43%,3.78,55%,2.24,38%,90%,0.1,,"6' 2""",170 lbs.,"74""",Southpaw,8/25/1991,2.62,54%,2.42,53%,1.18,36%,63%,0.4,United States,Chicago Fight Team,Jamaica,Ultimate Training Centre,14,3,14,2,TRUE,TRUE,24,22,36,4,36,0,1080577,4,198,,32,33,0,1429241,5,-286
7/27/2024,"Manchester, England, United Kingdom",Tom Aspinall,Curtis Blaydes,win,KO/TKO,Punch,1,1:00,1,14,0,0,0,5,0,0,Heavyweight,,"6' 5""",256 lbs.,"78""",Orthodox,4/11/1993,8.07,67%,2.89,65%,3.27,100%,100%,1.6,,"6' 4""",265 lbs.,"80""",Orthodox,2/18/1991,3.54,50%,1.91,58%,5.69,53%,31%,0,#N/A,Team Kaobon,United States,Elevation Fight Team,7,1,13,4,TRUE,TRUE,15,18,31,-2,32,0,1544013,3,-430,,33,34,0,914702,5,300
7/27/2024,"Manchester, England, United Kingdom",Paddy Pimblett,King Green,win,SUB,Triangle Choke,1,3:22,0,8,0,2,0,15,1,0,Lightweight,,"5' 10""",155 lbs.,"73""",Orthodox,1/3/1995,5.19,53%,3.14,42%,0.96,28%,50%,1.7,,"5' 10""",155 lbs.,"71""",Orthodox,9/9/1986,6.4,52%,3.72,62%,1.22,39%,74%,0.3,England,Next Generation MMA Liverpool,United States,Pinnacle MMA,5,0,13,10,TRUE,TRUE,23,32,29,-8,30,0,13617,3,,,37,38,1,#N/A,17,
7/27/2024,"Manchester, England, United Kingdom",Gregory Rodrigues,Christian Leroy Duncan,win,U-DEC,,3,5:00,0,45,4,0,0,29,0,0,Middleweight,,"6' 3""",185 lbs.,"75""",Orthodox,2/17/1992,5.6,53%,4.95,51%,2.31,38%,88%,0.3,,"6' 2""",185 lbs.,"79""",Switch,7/24/1995,4.75,59%,3.01,51%,0.24,11%,72%,0,Brazil,Kill Cliff FC,England,Range Martial Arts Academy,6,2,3,1,TRUE,TRUE,16,11,32,3,33,0,1890536,6,100,,29,29,0,11937,2,-138
7/27/2024,"Manchester, England, United Kingdom",Arnold Allen,Giga Chikadze,win,U-DEC,,3,5:00,0,61,0,0,0,38,0,0,Featherweight,,"5' 8""",145 lbs.,"70""",Southpaw,1/22/1994,3.45,41%,2.88,61%,0.93,47%,75%,0.3,,"6' 0""",145 lbs.,"74""",Orthodox,8/25/1988,3.82,42%,3.48,60%,0.19,33%,65%,0.2,England,BKK Fighters,Georgia,Kings MMA,10,2,8,1,TRUE,TRUE,20,15,30,-5,31,0,171675,3,-290,,35,36,0,7491,5,200
7/27/2024,"Manchester, England, United Kingdom",Nathaniel Wood,Daniel Pineda,win,U-DEC,,3,5:00,1,66,0,1,0,32,1,0,Featherweight,,"5' 6""",145 lbs.,"69""",Orthodox,5/8/1993,5.66,51%,3.89,56%,1.41,48%,72%,0.6,,"5' 7""",145 lbs.,"69""",Orthodox,8/6/1985,2.85,49%,3.26,45%,1.42,24%,54%,1.5,England,Great Britain Top Team,United States,4oz. Fight Club,7,3,5,6,TRUE,TRUE,21,28,31,-7,32,0,4,6,-500,,38,39,0,27705,17,315
7/27/2024,"Manchester, England, United Kingdom",Bruna Brasil,Molly McCann,win,U-DEC,,3,5:00,0,44,3,0,0,32,2,0,Women's Strawweight,,"5' 6""",125 lbs.,"65""",Orthodox,9/7/1993,2.77,59%,4.14,48%,1.55,66%,54%,0,,"5' 4""",115 lbs.,"62""",Orthodox,5/4/1990,5.28,49%,4.65,62%,1.78,36%,38%,0.5,Brazil,Insanis MMA 013,England,Next Generation MMA Liverpool,1,2,7,5,TRUE,TRUE,10,14,30,-4,31,1,116387,5,250,,34,35,0,540370,8,-375
7/27/2024,"Manchester, England, United Kingdom",Jake Hadley,Caolan Loughran,win,U-DEC,,3,5:00,0,81,0,0,0,66,1,0,Bantamweight,,"5' 7""",135 lbs.,"70""",Southpaw,8/3/1996,3.8,43%,4.16,61%,0.33,11%,54%,1.1,,"5' 6""",135 lbs.,"68""",Orthodox,5/18/1996,4.73,42%,5.2,52%,3,34%,87%,0,England,Fearless MMA,Ireland,#N/A,2,3,1,1,TRUE,TRUE,11,10,27,-1,28,0,32500,4,175,,28,29,0,50571,2,-250
7/27/2024,"Manchester, England, United Kingdom",Muhammad Mokaev,Manel Kape,win,U-DEC,,3,5:00,0,30,3,0,0,20,0,0,Flyweight,,"5' 7""",125 lbs.,"70""",Orthodox,7/30/2000,1.61,45%,1.35,57%,5.29,41%,25%,0.8,,"5' 5""",125 lbs.,"68""",Southpaw,11/14/1993,5.04,55%,4.05,57%,0.42,30%,81%,0.3,Republic of Dagestan ,#N/A,Angola,Xtreme Couture,6,0,4,2,TRUE,TRUE,13,21,23,-7,24,0,1809771,0,-220,,30,31,0,123485,7,160
7/27/2024,"Manchester, England, United Kingdom",Oban Elliott,Preston Parsons,win,U-DEC,,3,5:00,0,44,1,0,0,36,1,0,Welterweight,,"6' 0""",170 lbs.,"72""",Orthodox,12/19/1997,4.26,49%,2.25,62%,2.16,50%,72%,0,,"5' 11""",170 lbs.,"71""",Orthodox,7/15/1995,3.54,51%,3.25,54%,3.46,36%,71%,2.3,England,Shore Mixed Martial Arts,United States,Elevate MMA,1,0,2,2,TRUE,TRUE,12,11,26,-3,27,0,66406,2,128,,29,29,0,7038,6,-186
7/27/2024,"Manchester, England, United Kingdom",Modestas Bukauskas,Marcin Prachnio,win,SUB,Arm Triangle,3,3:12,0,38,2,1,0,70,0,0,Light Heavyweight,,"6' 3""",205 lbs.,"78""",Switch,2/10/1994,3.26,42%,4.07,51%,0.31,66%,77%,0.2,,"6' 3""",205 lbs.,"74""",Orthodox,7/14/1988,5.57,54%,3.24,54%,0.15,20%,53%,0,Lithuania,Gintas Combat,Poland,Tatsujin Dojo Deventer,3,4,4,6,TRUE,TRUE,18,17,30,-6,31,0,37875,6,-167,,36,36,0,1102,8,120
7/27/2024,"Manchester, England, United Kingdom",Sam Patterson,Kiefer Crosbie,win,SUB,Arm Triangle,1,2:50,0,9,1,1,0,9,0,0,Welterweight,,"6' 3""",170 lbs.,"78""",Orthodox,4/30/1996,3.17,41%,3.6,48%,1.61,100%,33%,3.2,,"5' 11""",170 lbs.,"70""",Switch,4/5/1990,6.27,64%,4.97,54%,0,0%,0%,0,England,Team Crossface,Ireland,SBG Ireland,1,1,0,1,TRUE,TRUE,13,10,28,-6,29,1,11374637,2,-500,,34,35,0,139462,5,325
7/27/2024,"Manchester, England, United Kingdom",Mick Parkin,Lukasz Brzeski,win,KO/TKO,Punches,1,3:23,1,34,0,0,0,24,0,0,Heavyweight,,"6' 4""",265 lbs.,"79""",Orthodox,10/2/1995,4.7,50%,4.13,58%,1.38,46%,50%,0.2,,"6' 4""",236 lbs.,"78""",Orthodox,5/17/1992,5.02,50%,3.68,54%,0.43,33%,36%,0.4,England,#N/A,#N/A,#N/A,3,0,1,4,TRUE,TRUE,10,9,28,-4,29,0,17365,1,-600,,32,33,1,12633,6,360
7/27/2024,"Manchester, England, United Kingdom",Shauna Bannon,Alice Ardelean,win,S-DEC,,3,5:00,0,77,0,0,0,57,2,0,Women's Strawweight,,"5' 5""",115 lbs.,"65""",Switch,10/23/1993,4.77,43%,3.88,44%,0,0%,42%,0.8,,"5' 3""",115 lbs.,"62""",Orthodox,4/19/1992,6.73,44%,5.04,57%,1,50%,87%,0,Ireland,Holohan Martial Arts,Romania,Fusion Xcel Performance,0,1,0,0,TRUE,TRUE,7,10,30,-2,31,0,97711,1,-230,,32,33,0,81023,7,140
7/20/2024,"Las Vegas, Nevada, USA",Virna Jandiroba,Amanda Lemos,win,SUB,Armbar,2,4:48,0,2,1,4,0,2,0,1,Women's Strawweight,,"5' 3""",115 lbs.,"64""",Orthodox,5/30/1988,1.97,38%,2.55,57%,2.37,33%,73%,1.8,,"5' 4""",115 lbs.,"65""",Southpaw,5/22/1987,2.89,54%,3.46,44%,1.14,62%,59%,0.7,Brazil,Academia Fight House,Brazil,MarajÃ³ Brothers Team,6,3,8,3,TRUE,TRUE,22,15,36,-1,37,0,11444,3,-125,,37,38,1,72046,4,-110
7/20/2024,"Las Vegas, Nevada, USA",Steve Garcia,SeungWoo Choi,win,KO/TKO,Punch,1,1:36,1,15,0,0,0,9,0,0,Featherweight,,"6' 0""",145 lbs.,"75""",Southpaw,5/22/1992,5.04,56%,2.34,46%,1.17,40%,88%,0.6,,"6' 0""",145 lbs.,"74""",Orthodox,11/3/1992,3.56,38%,3.16,47%,0.83,54%,70%,0,United States,Jackson Wink MMA Academy,South Korea,#N/A,5,2,4,5,TRUE,TRUE,17,11,32,1,33,0,14867,5,-190,,31,32,0,#N/A,8,130
7/20/2024,"Las Vegas, Nevada, USA",Kurt Holobaugh,Kaynan Kruschewsky,win,U-DEC,,3,5:00,0,92,1,0,0,89,3,2,Lightweight,,"5' 11""",155 lbs.,"70""",Orthodox,9/8/1986,4.58,44%,4.24,49%,0.65,33%,38%,0.8,,"6' 0""",155 lbs.,"73""",Orthodox,4/4/1991,5.67,50%,5.71,46%,2.74,100%,75%,2.1,United States,Team Jucao South,Brazil,Fighting Nerds,1,5,0,1,TRUE,TRUE,22,15,37,4,38,0,17230,10,110,,33,34,0,12739,3,-160
7/20/2024,"Las Vegas, Nevada, USA",Bruno Silva,Cody Durden,win,KO/TKO,Punches,2,2:58,1,42,0,0,0,28,1,3,Flyweight,,"5' 4""",125 lbs.,"65""",Orthodox,3/16/1990,3.83,49%,4.81,50%,1.79,23%,60%,0.2,,"5' 7""",125 lbs.,"67""",Southpaw,3/29/1991,3.52,45%,4.29,49%,4.06,47%,73%,0.8,Brazil,EvoluÃ§Ã£o Thai MMA,United States,#N/A,7,7,5,3,TRUE,TRUE,14,17,34,1,35,2,81118,7,-160,,33,34,1,21603,7,110
7/20/2024,"Las Vegas, Nevada, USA",Dooho Choi,Bill Algeo,win,KO/TKO,Punch,2,3:38,0,21,2,3,0,17,2,0,Featherweight,,"5' 10""",145 lbs.,"70""",Orthodox,4/10/1991,4.67,56%,4.02,56%,1.43,53%,47%,0.6,,"6' 0""",145 lbs.,"73""",Switch,6/9/1989,5.88,51%,4.38,47%,1.03,50%,55%,0.1,South Korea ,Busan Team MAD,United States,Algeo MMA and Kickboxing,3,3,5,4,TRUE,TRUE,16,18,33,-2,34,1,#N/A,4,,,35,36,0,62535,9,
7/20/2024,"Las Vegas, Nevada, USA",Hyder Amil,JeongYeong Lee,win,KO/TKO,Punches,1,1:05,0,42,0,0,0,4,0,0,Featherweight,,"5' 9""",145 lbs.,"70""",Switch,5/28/1990,6.84,57%,4,52%,0.78,22%,80%,1.2,,"5' 10""",145 lbs.,"73""",Orthodox,11/13/1995,3.38,49%,3.82,50%,0.63,66%,72%,0.3,Philippines,El NiÃ±o Training Center,South Korea,#N/A,1,0,2,0,TRUE,TRUE,11,11,34,6,35,0,46525,0,150,,28,29,0,#N/A,3,-225
7/20/2024,"Las Vegas, Nevada, USA",Cody Gibson,Brian Kelleher,win,SUB,Arm Triangle,1,3:58,0,13,2,1,0,2,0,0,Bantamweight,,"5' 10""",135 lbs.,"71""",Orthodox,9/11/1987,3.61,45%,3.18,57%,2.13,37%,69%,0.6,,"5' 6""",135 lbs.,"66""",Switch,8/19/1986,3.31,41%,4.59,54%,1.68,41%,60%,0.7,United States,#N/A,United States,Long Island MMA,1,5,8,8,TRUE,TRUE,22,24,36,-1,37,0,9646,11,-220,,37,38,0,8049,16,163
7/20/2024,"Las Vegas, Nevada, USA",Miranda Maverick,Dione Barbosa,win,U-DEC,,3,5:00,0,30,2,0,0,21,1,1,Women's Flyweight,,"5' 3""",125 lbs.,"65""",Southpaw,7/1/1997,3.39,45%,2.31,60%,2.39,41%,44%,0.3,,"5' 6""",125 lbs.,"66""",Orthodox,5/8/1992,2.35,50%,2.73,67%,1.93,33%,42%,2.3,United States,Pound 4 Pound Muay Thai,Brazil,BH Rhinos,6,3,1,0,TRUE,TRUE,17,8,27,-5,27,0,101129,5,-260,,32,33,0,5727,3,190
7/20/2024,"Las Vegas, Nevada, USA",Trey Ogden,Loik Radzhabov,win,U-DEC,,3,5:00,0,24,4,2,0,42,0,0,Lightweight,,"5' 11""",155 lbs.,"72""",Orthodox,11/14/1989,3.2,50%,3.49,55%,1.89,32%,100%,0.7,,"5' 11""",155 lbs.,"69""",Orthodox,9/17/1990,2.89,44%,3.76,46%,4.65,57%,42%,0,United States,Marathon MMA,Tajikistan,Kill Cliff FC,2,2,2,1,TRUE,TRUE,18,18,34,1,35,0,11128,7,100,,33,34,1,207508,6,-150
7/20/2024,"Las Vegas, Nevada, USA",Luana Carolina,Lucie Pudilova,win,U-DEC,,3,5:00,0,94,0,0,0,43,2,0,Women's Flyweight,,"5' 6""",125 lbs.,"69""",Orthodox,6/11/1993,4.81,50%,3.54,50%,0.34,37%,74%,0.6,,"5' 8""",125 lbs.,"67""",Orthodox,6/13/1994,3.6,37%,4.07,50%,0.7,31%,67%,0.6,Brazil,#N/A,#N/A,#N/A,5,3,3,7,TRUE,TRUE,11,14,31,1,32,0,29666,4,-150,,30,31,0,#N/A,10,100
7/20/2024,"Las Vegas, Nevada, USA",Thomas Petersen,Mohammed Usman,win,U-DEC,,3,5:00,0,76,2,0,0,63,0,0,Heavyweight,,"6' 1""",264 lbs.,"74""",Southpaw,3/30/1995,3.74,59%,2.94,57%,4.42,66%,100%,0.6,,"6' 2""",239 lbs.,"79""",Orthodox,4/1/1989,3.41,36%,4.41,50%,0.69,17%,60%,0,United States,Minnesota Top Team,Nigeria,Kill Cliff FC,0,1,3,1,TRUE,TRUE,10,11,29,-6,30,0,19403,3,-115,,35,36,0,540403,4,-140
7/13/2024,"Denver, Colorado, USA",Rose Namajunas,Tracy Cortez,win,U-DEC,,5,5:00,1,96,5,0,0,58,2,0,Women's Flyweight,,"5' 5""",125 lbs.,"65""",Orthodox,6/29/1992,3.71,42%,3.48,63%,1.46,50%,61%,0.4,,"5' 5""",115 lbs.,"65""",Orthodox,12/10/1993,3.72,47%,3.02,57%,2.09,45%,62%,0.3,United States,Genesis Training Academy,United States,Fight Ready MMA,10,5,5,0,TRUE,TRUE,14,11,32,2,32,0,445694,7,-300,,30,31,0,1547244,2,200
7/13/2024,"Denver, Colorado, USA",Muslim Salikhov,Santiago Ponzinibbio,win,S-DEC,,3,5:00,0,46,0,0,0,41,2,0,Welterweight,,"5' 11""",170 lbs.,"70""",Orthodox,6/9/1984,3.38,49%,2.9,62%,1.08,32%,72%,0,,"6' 0""",170 lbs.,"73""",Orthodox,9/26/1986,4.78,41%,4.68,61%,0.6,27%,71%,0,Russia,Pound 4 Pound Muay Thai,Argentina,American Top Team,7,4,11,6,TRUE,TRUE,21,31,40,3,41,0,260168,5,140,,37,38,0,842926,9,-190
7/13/2024,"Denver, Colorado, USA",Jean Silva,Drew Dober,win,KO/TKO,,3,1:28,0,53,0,0,0,59,0,0,Lightweight,,"5' 7""",145 lbs.,"69""",Orthodox,12/27/1996,4.87,52%,4.13,56%,0.6,50%,86%,0.9,,"5' 8""",155 lbs.,"70""",Southpaw,10/19/1988,4.36,40%,4.33,51%,0.66,17%,56%,0.1,Brazil,The Fighting Nerds,United States,#N/A,2,0,13,9,TRUE,TRUE,16,27,27,-8,28,0,12991,2,-124,,35,36,0,115596,15,-110
7/13/2024,"Denver, Colorado, USA",Gabriel Bonfim,Ange Loosa,win,U-DEC,,3,5:00,0,101,1,0,0,52,4,0,Welterweight,,"6' 1""",170 lbs.,"72""",Orthodox,8/20/1997,5.22,43%,3.8,65%,3.68,76%,73%,2.2,,"5' 10""",170 lbs.,"74""",Orthodox,3/18/1993,5.6,44%,6.68,53%,2.41,38%,83%,0.2,Brazil,Bonfim Brothers,Democratic Republic of Congo,Kill Cliff FC,3,1,2,1,TRUE,TRUE,17,10,26,-5,27,0,282531,1,-450,,31,32,0,64849,4,260
7/13/2024,"Denver, Colorado, USA",Julian Erosa,Christian Rodriguez,win,SUB,Guillotine Choke,1,4:49,0,35,1,1,0,33,0,0,Featherweight,,"6' 1""",145 lbs.,"74""",Southpaw,7/31/1989,6.21,48%,6.27,48%,1.78,43%,61%,0.7,,"5' 7""",145 lbs.,"71""",Orthodox,12/17/1997,3.63,50%,2.66,54%,1.84,46%,69%,1.2,United States,Xtreme Couture,United States,Roufusport MMA Academy,7,7,4,1,TRUE,TRUE,31,12,34,8,35,0,10594,13,175,,26,27,0,22003,3,-280
7/13/2024,"Denver, Colorado, USA",Abdul Razak Alhassan,Cody Brundage,"nc


nc",CNC,,1,0:37,0,23,0,0,0,1,0,0,Middleweight,,"5' 10""",185 lbs.,"73""",Orthodox,8/11/1985,3.64,49%,4.01,54%,0.84,33%,51%,0.2,,"6' 0""",185 lbs.,"72""",Orthodox,5/16/1994,2.14,54%,2.98,42%,2.15,47%,68%,0.9,United States,Fortis MMA,United States,factoryX Muay Thai,6,6,4,5,TRUE,TRUE,12,11,38,8,39,0,54043,7,-175,,30,31,0,13685,6,114
7/13/2024,"Denver, Colorado, USA",Charles Johnson,Joshua Van,win,KO/TKO,Punch,3,0:20,1,88,0,0,0,67,1,0,Flyweight,,"5' 9""",125 lbs.,"70""",Switch,1/10/1991,4.74,49%,3.62,57%,0.5,20%,67%,0.4,,"5' 5""",125 lbs.,"65""",Orthodox,10/10/2001,8.2,54%,5.26,59%,0.96,63%,81%,0,United States,Tiger Muay Thai,Myanmar,4oz. Fight Club,4,4,3,0,TRUE,TRUE,17,14,33,11,34,0,28065,7,200,,22,23,0,8551462,2,-300
7/13/2024,"Denver, Colorado, USA",Jasmine Jasudavicius,Fatima Kline,win,U-DEC,,3,5:00,0,40,4,1,0,39,1,0,Women's Flyweight,,"5' 7""",125 lbs.,"68""",Orthodox,3/1/1989,3.71,45%,3.63,51%,2.61,44%,75%,0.6,,"5' 6""",115 lbs.,"67""",Orthodox,7/12/2000,2.21,47%,1.68,55%,1.84,100%,50%,0,Canada,Niagara Top Team,United States,Silver Fox BJJ,4,2,1,0,TRUE,TRUE,14,7,35,11,36,0,40671,3,-165,,24,24,0,15926,1,110
7/13/2024,"Denver, Colorado, USA",Montel Jackson,Da'Mon Blackshear,win,KO/TKO,Punch,1,0:18,1,4,0,0,0,1,0,0,Bantamweight,,"5' 10""",135 lbs.,"75""",Southpaw,4/24/1992,3.22,53%,1.39,62%,3.24,62%,68%,0.4,,"5' 10""",135 lbs.,"72""",Switch,8/12/1994,4.7,46%,4.15,52%,1.56,36%,71%,1.6,United States,Pura Vida BJJ/MMA,United States,Kill Cliff FC,7,2,2,3,TRUE,TRUE,15,17,32,3,33,0,25148,2,-120,,29,30,1,15261,7,-115
7/13/2024,"Denver, Colorado, USA",Luana Santos,Mariya Agapova,win,SUB,Rear Naked Choke,1,3:27,0,2,1,3,0,3,0,0,Women's Flyweight,,"5' 6""",135 lbs.,"67""",Orthodox,4/16/2000,3.69,52%,3.4,62%,1.91,50%,83%,1.3,,"5' 6""",125 lbs.,"68""",Southpaw,4/7/1997,4.43,54%,3.62,52%,0.55,66%,45%,0.8,Brazil,Syndicate MMA,Kazakhstan,#N/A,2,0,2,3,TRUE,TRUE,9,10,24,-3,25,0,50438,2,,,27,28,0,48781,5,
7/13/2024,"Denver, Colorado, USA",Andre Petroski,Josh Fremd,win,U-DEC,,3,5:00,0,12,3,1,0,16,0,0,Middleweight,,"6' 0""",185 lbs.,"73""",Switch,6/12/1991,2.89,50%,2.65,50%,3.38,54%,85%,1.5,,"6' 4""",185 lbs.,"76""",Orthodox,1/15/1994,2.52,44%,2.23,47%,0.66,25%,30%,1.1,United States,Renzo Gracie Philly,United States,#N/A,5,2,2,3,TRUE,TRUE,13,11,33,3,34,0,29600,4,-120,,30,31,0,10326,6,-112
7/13/2024,"Denver, Colorado, USA",Evan Elder,Darrius Flowers,win,SUB,Arm Triangle,2,1:46,0,45,0,1,0,24,1,0,Welterweight,,"5' 10""",155 lbs.,"72""",Switch,4/11/1997,5.66,50%,4.94,57%,0.48,15%,40%,0.5,,"5' 9""",155 lbs.,"71""",Orthodox,8/25/1994,3.07,49%,5.49,44%,0.98,28%,63%,0,United States,Kill Cliff FC,#N/A,#N/A,1,2,0,2,TRUE,TRUE,10,12,27,-2,28,0,16937,2,-625,,29,30,1,5784,8,333
6/29/2024,"Las Vegas, Nevada, USA",Alex Pereira,Jiri Prochazka,win,KO/TKO,Kick,2,0:13,2,38,0,0,0,7,0,0,Light Heavyweight,,"6' 4""",205 lbs.,"79""",Orthodox,7/7/1987,5,62%,3.5,53%,0.11,50%,78%,0.2,,"6' 3""",205 lbs.,"80""",Orthodox,10/14/1992,5.74,55%,5.7,43%,0.6,60%,68%,0.2,Brazil,Teixeira MMA & Fitness,Czech Republic,JETSAAM GYM BRNO,7,1,4,1,TRUE,TRUE,12,31,36,5,37,0,1752,3,-125,,31,32,1,1114972,5,-108
6/29/2024,"Las Vegas, Nevada, USA",Diego Lopes,Dan Ige,win,U-DEC,,3,5:00,0,49,1,1,0,42,0,0,Catch Weight,,"5' 11""",145 lbs.,"72""",Orthodox,12/30/1994,3.7,47%,4.76,46%,0.35,40%,67%,1.9,,"5' 7""",145 lbs.,"71""",Orthodox,8/6/1991,3.67,45%,3.55,56%,0.94,25%,58%,0.2,Brazil,Legacy MMA / Brazilian Warriors,United States,Xtreme Couture,3,1,10,7,TRUE,TRUE,26,19,29,-3,30,0,713562,7,-320,,32,33,0,12620,9,210
6/29/2024,"Las Vegas, Nevada, USA",Roman Dolidze,Anthony Smith,win,U-DEC,,3,5:00,0,100,1,0,0,51,0,0,Light Heavyweight,,"6' 2""",185 lbs.,"76""",Orthodox,7/15/1988,3.58,42%,3.56,49%,1.11,40%,33%,0.9,,"6' 4""",205 lbs.,"76""",Orthodox,7/26/1988,3.19,49%,5.04,44%,0.44,22%,50%,0.6,Georgia,Xtreme Couture,United States,factoryX Muay Thai,6,3,13,9,TRUE,TRUE,15,38,35,0,36,0,158871,3,-155,,35,36,0,268134,22,112
