event_date,event_location,fighter_1,fighter_2,result,method_main,method_detail,round,time,fighter_1_kd,fighter_1_str,fighter_1_td,fighter_1_sub,fighter_2_kd,fighter_2_str,fighter_2_td,fighter_2_sub,weight_class,fighter_1_record,fighter_1_height,fighter_1_weight,fighter_1_reach,fighter_1_stance,fighter_1_dob,fighter_1_slpm,fighter_1_str_acc,fighter_1_sapm,fighter_1_str_def,fighter_1_td_avg,fighter_1_td_acc,fighter_1_td_def,fighter_1_sub_avg,fighter_2_record,fighter_2_height,fighter_2_weight,fighter_2_reach,fighter_2_stance,fighter_2_dob,fighter_2_slpm,fighter_2_str_acc,fighter_2_sapm,fighter_2_str_def,fighter_2_td_avg,fighter_2_td_acc,fighter_2_td_def,fighter_2_sub_avg,fighter_1_born,fighter_1_gym,fighter_2_born,fighter_2_gym,fighter_1_ufcwins,fighter_1_ufcloss,fighter_2_ufcwins,fighter_2_ufcloss,fighter_1_active,fighter_2_active,fighter_1_wins,fighter_2_wins,fighter_1_age_at_fight,fighter_1_age_gap,fighter_1_current_age,fighter_1_draws,fighter_1_ig,fighter_1_losses,fighter_1_open_odds,fighter_1_reachheightadv,fighter_2_age_at_fight,fighter_2_current_age,fighter_2_draws,fighter_2_ig,fighter_2_losses,fighter_2_open_odds
9/7/2024,"Las Vegas, Nevada, USA",Yanal Ashmouz,Trevor Peek,win,U-DEC,,3,5:00,0,42,9,0,0,55,0,0,Lightweight,,"5' 9""",155 lbs.,"69""",Orthodox,3/31/1995,2.88,50%,4.78,50%,3.24,38%,64%,0,,"5' 9""",145 lbs.,"70""",Switch,1/9/1995,4.39,53%,3.88,43%,1.45,50%,52%,0,Israel,Danny Hazan Academy,#N/A,#N/A,1,1,2,2,TRUE,TRUE,8,9,29,0,30,0,15569,2,-125,,29,30,0,24747,3,-125
9/7/2024,"Las Vegas, Nevada, USA",Chris Padilla,Rongzhu,win,KO/TKO,,2,4:14,0,68,0,0,0,49,0,0,Lightweight,,"5' 9""",155 lbs.,"74""",Orthodox,9/14/1995,4.13,51%,3.68,57%,1.56,30%,100%,0.5,,"5' 9""",155 lbs.,"71""",Orthodox,3/7/2000,5.9,51%,5.51,50%,1.56,62%,84%,0.2,United States,Fight Science MMA,China,Enbo Fight Club,1,0,1,2,TRUE,TRUE,16,26,28,4,29,0,5759,6,,,24,25,0,4391,6,
9/7/2024,"Las Vegas, Nevada, USA",Isaac Dulgarian,Brendon Marotte,win,SUB,Arm Triangle,2,4:19,0,41,2,2,0,3,0,0,Featherweight,,"5' 7""",145 lbs.,"71""",Orthodox,7/4/1996,3.37,64%,1.82,41%,5.15,52%,0%,2.1,,"5' 9""",145 lbs.,"70""",Orthodox,1/12/1996,0.41,50%,5.7,28%,0,0%,0%,0,United States,factoryX Muay Thai,United States,New England Cartel,1,1,0,1,TRUE,TRUE,7,8,28,0,28,0,11143,1,-3335,,28,29,0,13119,3,1050
9/7/2024,"Las Vegas, Nevada, USA",Andre Lima,Felipe dos Santos,win,U-DEC,,3,5:00,0,18,2,2,0,38,0,0,Flyweight,,"5' 7""",125 lbs.,"67""",Orthodox,2/4/1999,4.06,60%,2.49,57%,1.36,75%,75%,1.1,,"5' 7""",125 lbs.,"70""",Orthodox,9/11/2000,3.75,39%,3.8,41%,0,0%,20%,0.5,Brazil,Team Lucas Mineiro,Brazil,Chute Boxe Diego Lima,2,0,1,1,TRUE,TRUE,11,8,25,2,26,0,86042,0,-188,,23,24,0,127897,3,135
9/7/2024,"Las Vegas, Nevada, USA",Gabriel Santos,Yizha,win,U-DEC,,3,5:00,1,76,2,0,0,41,0,0,Featherweight,,"5' 9""",145 lbs.,"70""",Orthodox,11/28/1996,4.35,60%,4.31,45%,3.8,54%,87%,1.2,,"5' 7""",145 lbs.,"71""",Orthodox,1/8/1997,2.8,44%,2.83,47%,3.54,30%,54%,1.1,Brazil,EvoluÃ§Ã£o Thai MMA,China,Enbo Fight Club,0,2,0,1,TRUE,TRUE,12,25,27,0,28,0,1233,2,-290,,27,28,0,4284797,5,195
9/7/2024,"Las Vegas, Nevada, USA",Jaqueline Amorim,Vanessa Demopoulos,win,SUB,Armbar,1,3:28,0,2,1,1,0,2,0,0,Women's Strawweight,,"5' 3""",115 lbs.,"68""",Orthodox,6/24/1995,2.68,53%,1.43,64%,2.22,37%,0%,4.8,,"5' 2""",125 lbs.,"59""",Orthodox,9/22/1988,3.49,41%,5.23,41%,0.36,11%,25%,0.5,Brazil,American Top Team,United States,#N/A,2,1,5,2,TRUE,TRUE,10,11,29,-6,29,0,14672,1,-305,,35,36,0,172651,7,210
9/7/2024,"Las Vegas, Nevada, USA",Andre Petroski,Dylan Budka,win,U-DEC,,3,5:00,0,23,3,0,0,17,0,0,Middleweight,,"6' 0""",185 lbs.,"73""",Switch,6/12/1991,2.89,50%,2.65,50%,3.38,54%,85%,1.5,,"6' 0""",185 lbs.,"75""",Switch,1/14/2000,1.06,38%,1.8,42%,1.93,38%,76%,0.4,United States,Renzo Gracie Philly,United States,Demolition Fight Team,6,2,0,1,TRUE,TRUE,13,7,33,9,34,0,29600,4,-335,,24,25,0,5919,5,225
9/7/2024,"Las Vegas, Nevada, USA",Nathan Fletcher,Zygimantas Ramaska,win,SUB,Arm Triangle,2,1:14,0,14,4,1,0,6,0,1,Featherweight,,"5' 7""",135 lbs.,"70""",Orthodox,1/3/1998,3.44,60%,1.7,61%,3.53,38%,50%,0.7,,"5' 11""",145 lbs.,"71""",Orthodox,12/27/1996,0.96,60%,2.25,30%,0,0%,33%,2.4,England,Next Generation MMA Liverpool,#N/A,N/A,0,0,0,0,TRUE,TRUE,9,9,26,-1,27,0,14386,2,-142,,27,28,0,110287,3,110
8/24/2024,"Las Vegas, Nevada, USA",Caio Borralho,Jared Cannonier,win,U-DEC,,5,5:00,1,153,0,1,0,83,0,0,Middleweight,,"6' 1""",185 lbs.,"75""",Southpaw,1/16/1993,3.61,60%,2.34,62%,1.56,60%,76%,0.5,,"5' 11""",185 lbs.,"77""",Switch,3/16/1984,4.6,50%,4.49,56%,0.46,44%,64%,0,Brazil,Fighting Nerds,United States,MMA Lab,6,0,10,7,TRUE,TRUE,17,18,31,-9,32,0,517190,1,-350,,40,41,0,157338,8,210
8/24/2024,"Las Vegas, Nevada, USA",Tabatha Ricci,Angela Hill,win,U-DEC,,3,5:00,0,101,3,0,0,112,0,0,Women's Strawweight,,"5' 1""",115 lbs.,"61""",Orthodox,2/21/1995,4.18,36%,5.29,57%,2.74,37%,81%,0.1,,"5' 3""",115 lbs.,"64""",Orthodox,1/12/1985,5.47,50%,4.92,61%,0.81,32%,75%,0.1,Brazil,Paragon Brazilian Jiu Jitsu,United States,Alliance MMA,6,2,12,13,TRUE,TRUE,11,18,29,-10,30,0,297096,3,-192,,39,40,0,195703,14,120
8/24/2024,"Las Vegas, Nevada, USA",Ryan Loder,Robert Valentin,win,KO/TKO,Elbows,2,1:49,0,42,1,1,0,1,0,2,Middleweight,,"6' 2""",185 lbs.,"76""",Southpaw,6/5/1991,5.76,71%,2.51,50%,1.57,14%,100%,1.6,,"6' 2""",185 lbs.,"77""",Orthodox,3/31/1995,1.1,58%,2.11,23%,0,0%,55%,1.4,United States,#N/A,Switzerland,Fight Move Academy,0,0,0,1,TRUE,TRUE,8,11,33,4,34,0,8906,2,114,,29,30,0,21115,5,-150
8/24/2024,"Las Vegas, Nevada, USA",Mairon Santos,Kaan Ofli,win,KO/TKO,Punch,2,1:30,1,31,0,0,0,12,0,0,Featherweight,,"5' 7""",155 lbs.,"72""",Orthodox,6/10/2000,3.53,46%,2.38,66%,0,0%,50%,0,,"5' 7""",145 lbs.,"66""",Orthodox,6/19/1993,2,45%,2.93,60%,0,0%,0%,0,Brazil,Xtreme Couture,Australia,Absolute MMA & Conditioning,0,0,0,0,TRUE,TRUE,17,12,24,-7,25,0,71500,1,,,31,31,1,#N/A,4,
8/24/2024,"Las Vegas, Nevada, USA",Michael Morales,Neil Magny,win,KO/TKO,Punches,1,4:39,1,34,0,0,0,5,0,0,Welterweight,,"6' 0""",170 lbs.,"79""",Orthodox,6/24/1999,5.62,49%,3.31,53%,1.09,41%,89%,0,,"6' 3""",170 lbs.,"80""",Orthodox,8/3/1987,3.43,46%,2.48,51%,2.12,38%,53%,0.2,Ecuador,Entram Gym,United States,Pound 4 Pound Muay Thai,4,0,22,10,TRUE,TRUE,18,29,25,-12,25,0,74099,0,-1000,,37,37,0,63549,14,590
8/24/2024,"Las Vegas, Nevada, USA",Gerald Meerschaert,Edmen Shahbazyan,win,SUB,Arm Triangle,2,4:12,0,21,1,1,0,48,0,0,Middleweight,,"6' 1""",185 lbs.,"77""",Southpaw,12/18/1987,3.05,45%,3.43,53%,1.86,31%,42%,1.4,,"6' 2""",185 lbs.,"75""",Orthodox,11/20/1997,3.78,50%,3.85,47%,1.97,38%,65%,0.5,United States,Kill Cliff FC,United States,Xtreme Couture,11,9,6,4,TRUE,TRUE,37,14,36,10,37,0,38922,19,245,,26,27,0,374104,5,-350
8/24/2024,"Las Vegas, Nevada, USA",Francis Marshall,Dennis Buzukja,win,S-DEC,,3,5:00,1,57,1,0,0,66,0,0,Lightweight,,"5' 9""",145 lbs.,"72""",Orthodox,3/3/1999,3.46,33%,4.1,54%,2.75,44%,66%,0.4,,"5' 9""",145 lbs.,"70""",Switch,10/1/1997,4.21,43%,4.82,48%,0.63,27%,75%,0.2,United States,Pellegrino Mixed Martial Arts,United States,#N/A,1,2,1,2,TRUE,TRUE,8,12,25,-1,26,0,10959,3,-220,,26,27,0,52299,5,140
8/24/2024,"Las Vegas, Nevada, USA",Zachary Reese,Jose Daniel Medina,win,U-DEC,,3,5:00,0,75,5,1,0,32,1,0,Middleweight,,"6' 4""",185 lbs.,"77""",Switch,3/24/1994,4.28,54%,2.99,43%,2.88,58%,57%,1.2,,"6' 0""",185 lbs.,"74""",Orthodox,5/17/1991,2.18,36%,5.25,47%,0.45,33%,31%,0,United States,WAR Training Center,Bolivia,La Base MMA,1,1,0,0,TRUE,TRUE,9,11,30,-3,31,0,91562,2,,,33,34,0,9366,5,
8/24/2024,"Las Vegas, Nevada, USA",Viacheslav Borshchev,James Llontop,win,S-DEC,,3,5:00,0,96,0,0,0,93,0,0,Lightweight,,"5' 11""",155 lbs.,"69""",Orthodox,1/8/1992,5.25,54%,4.77,57%,0,0%,43%,0.1,,"6' 0""",155 lbs.,"73""",Orthodox,8/2/1999,5.57,41%,4.12,57%,0,0%,54%,0,Russia,Team Alpha Male,#N/A,#N/A,2,3,0,1,TRUE,TRUE,8,14,32,7,33,1,#N/A,5,-258,,25,25,0,128511,5,175
8/24/2024,"Las Vegas, Nevada, USA",Jacqueline Cavalcanti,Josiane Nunes,win,S-DEC,,3,5:00,0,91,0,0,0,52,0,0,Women's Bantamweight,,"5' 8""",135 lbs.,"70""",Orthodox,8/29/1997,5.73,46%,3.32,70%,0,0%,84%,0,,"5' 2""",135 lbs.,"67""",Southpaw,12/23/1993,5.65,43%,5.76,51%,0,0%,58%,0,Brazil,Reborn Fight Team,Brazil,Striker's House,1,0,3,1,TRUE,TRUE,9,10,26,-4,27,0,52647,1,-300,,30,31,0,10740,4,200
8/24/2024,"Las Vegas, Nevada, USA",Wang Cong,Victoria Leonardo,win,KO/TKO,Punches,1,1:02,1,10,0,0,0,1,0,0,Women's Flyweight,,"5' 6""",125 lbs.,"66""",Southpaw,5/15/1992,7.48,57%,2.68,63%,1.05,75%,100%,0.7,,"5' 5""",125 lbs.,"64""",Orthodox,2/16/1990,3.22,38%,4.81,47%,1.57,27%,71%,0,China,UFC Performance Institute in Shanghai,United States,Elite Combat Academy,0,0,1,3,TRUE,TRUE,8,9,32,-2,33,0,126314,1,-1205,,34,35,0,5498,7,650
8/17/2024,"Perth, Western Australia, Australia",Dricus Du Plessis,Israel Adesanya,win,SUB,Rear Naked Choke,4,3:38,0,90,4,2,0,97,0,0,Middleweight,,"6' 1""",185 lbs.,"76""",Switch,1/14/1994,6.12,48%,4.9,54%,2.55,50%,50%,0.7,,"6' 4""",185 lbs.,"80""",Switch,7/22/1989,4.02,48%,3.2,55%,0.05,11%,76%,0.1,South Africa,Team CIT,Nigeria,City Kickboxing,7,0,13,3,TRUE,TRUE,23,24,30,-5,31,0,792834,2,-120,,35,35,0,8548426,5,-121
8/17/2024,"Perth, Western Australia, Australia",Kai Kara-France,Steve Erceg,win,KO/TKO,Punch,1,4:04,2,18,0,0,0,9,0,0,Flyweight,,"5' 4""",125 lbs.,"69""",Orthodox,3/26/1993,4.56,39%,3.22,65%,0.61,33%,88%,0,,"5' 8""",125 lbs.,"68""",Orthodox,7/27/1995,4.45,46%,4.03,52%,0.84,26%,63%,0.3,New Zealand,City Kickboxing,Australia,Wilkes MMA,7,4,3,1,TRUE,TRUE,25,12,31,2,32,0,279151,11,195,,29,29,0,155235,4,-300
8/17/2024,"Perth, Western Australia, Australia",Dan Hooker,Mateusz Gamrot,win,S-DEC,,3,5:00,0,65,0,0,0,64,5,0,Lightweight,,"6' 0""",155 lbs.,"75""",Switch,2/13/1990,5.03,48%,4.72,51%,0.73,34%,78%,0.3,,"5' 10""",155 lbs.,"70""",Southpaw,12/11/1990,3.35,51%,3.04,59%,5.33,36%,90%,0.1,New Zealand,City Kickboxing,Poland,Czerwony Smok,13,8,7,2,TRUE,TRUE,24,25,34,1,35,0,861084,12,290,,33,34,0,112031,3,-450
8/17/2024,"Perth, Western Australia, Australia",Jairzinho Rozenstruik,Tai Tuivasa,win,S-DEC,,3,5:00,0,91,0,0,0,37,0,0,Heavyweight,,"6' 2""",242 lbs.,"78""",Orthodox,3/17/1988,3.48,48%,2.63,52%,0,0%,72%,0,,"6' 2""",264 lbs.,"75""",Southpaw,3/16/1993,3.77,46%,5.18,44%,0,0%,57%,0,Suriname,#N/A,#N/A,#N/A,8,5,8,7,TRUE,TRUE,15,15,36,5,37,0,163797,6,-260,,31,32,0,#N/A,8,175
8/17/2024,"Perth, Western Australia, Australia",Carlos Prates,Li Jingliang,win,KO/TKO,Punch,2,4:02,3,55,0,0,0,41,0,0,Welterweight,,"6' 1""",170 lbs.,"78""",Switch,8/17/1993,3.6,54%,4.79,48%,0.25,100%,83%,0,,"6' 0""",170 lbs.,"71""",Orthodox,3/20/1988,4.46,42%,3.95,56%,1.19,41%,60%,0,Brazil,Vale Top Team,China,China Top Team,2,0,11,6,TRUE,TRUE,21,19,31,-5,31,0,421274,7,-420,,36,37,0,159561,9,260
8/17/2024,"Perth, Western Australia, Australia",Valter Walker,Junior Tafa,win,SUB,Heel Hook,1,4:56,0,4,2,1,0,5,0,0,Heavyweight,,"6' 6""",265 lbs.,"78""",Orthodox,12/14/1997,1.79,51%,3.02,42%,4.95,70%,0%,1.4,,"6' 3""",205 lbs.,"75""",Orthodox,9/21/1996,3.36,49%,2.84,51%,0,0%,77%,0,Brazil,#N/A,Junior Tafa,NTG Fight & Fitness,1,1,1,3,TRUE,TRUE,13,6,26,-1,27,0,73134,1,-145,,27,28,0,54749,3,-117
8/17/2024,"Perth, Western Australia, Australia",Ricardo Ramos,Josh Culibao,win,S-DEC,,3,5:00,0,27,1,1,1,70,0,0,Featherweight,,"5' 9""",145 lbs.,"72""",Orthodox,8/1/1995,2.97,36%,4.06,54%,2.57,57%,70%,0.7,,"5' 10""",145 lbs.,"73""",Orthodox,5/24/1994,3.41,44%,3.04,59%,0,0%,65%,0.3,Brazil,Team Alpha Male,Australia,Igor MMA Academy,7,5,3,3,TRUE,TRUE,17,11,29,-1,29,0,31298,7,-105,,30,31,1,26597,4,-140
8/17/2024,"Perth, Western Australia, Australia",Casey O'Neill,Luana Santos,win,U-DEC,,3,5:00,0,83,0,1,0,41,1,0,Women's Flyweight,,"5' 6""",125 lbs.,"69""",Orthodox,10/7/1997,7.89,52%,5.65,57%,1.45,34%,70%,0.7,,"5' 6""",135 lbs.,"67""",Orthodox,4/16/2000,3.69,52%,3.4,62%,1.91,50%,83%,1.3,Scotland,Xtreme Couture,Brazil,Syndicate MMA,4,2,3,0,TRUE,TRUE,10,9,26,2,27,0,155235,2,105,,24,25,0,50438,2,-160
8/17/2024,"Perth, Western Australia, Australia",Jack Jenkins,Herbert Burns,win,KO/TKO,Punches,3,0:48,2,73,0,0,0,24,2,0,Featherweight,,"5' 7""",145 lbs.,"68""",Switch,11/3/1993,4.5,61%,2.97,58%,1.78,64%,67%,0,,"5' 9""",145 lbs.,"73""",Orthodox,2/2/1988,1.86,36%,5.17,41%,2.94,34%,66%,1.8,Australia,Absolute MMA & Conditioning,Brazil,#N/A,2,1,2,3,TRUE,TRUE,13,11,30,-6,31,0,74897,4,-1050,,36,37,0,14768,6,400
8/17/2024,"Perth, Western Australia, Australia",Tom Nolan,Alex Reyes,win,U-DEC,,3,5:00,0,84,0,1,0,69,2,0,Lightweight,,"6' 3""",155 lbs.,"73""",Southpaw,3/8/2000,5.82,45%,4.85,46%,0.41,12%,66%,1.6,,"5' 11""",155 lbs.,"73""",Orthodox,10/2/1986,4.46,46%,6.92,48%,1.5,28%,0%,0,Australia,Team Compton Training Centre,United States,Cage Combat Academy,1,1,0,2,TRUE,TRUE,9,13,24,-13,25,0,263875,1,-1600,,37,38,0,1565473,5,700
8/17/2024,"Perth, Western Australia, Australia",Song Kenan,Ricky Glenn,win,U-DEC,,3,5:00,0,87,1,0,0,40,2,0,Welterweight,,"6' 0""",170 lbs.,"71""",Orthodox,3/10/1990,4.49,46%,5.82,51%,0.42,30%,73%,0,,"6' 0""",170 lbs.,"70""",Southpaw,4/12/1989,3.79,42%,4.3,51%,0.72,13%,69%,0.4,China,Black Tiger Fight Club,United States,Pura Vida BJJ/MMA,5,4,4,5,TRUE,TRUE,22,22,34,-1,35,0,7210,9,,,35,36,2,#N/A,9,
8/17/2024,"Perth, Western Australia, Australia",Jesus Aguilar,Stewart Nicoll,win,SUB,Guillotine Choke,1,2:39,0,3,0,1,0,8,1,0,Flyweight,,"5' 4""",125 lbs.,"62""",Orthodox,3/13/1996,1.73,45%,1.1,59%,1.83,35%,40%,1.8,,"5' 5""",125 lbs.,"65""",Orthodox,11/4/1994,3.02,47%,1.13,40%,5.66,100%,0%,0,Mexico,AVT,Australia,N/A,2,1,0,0,TRUE,TRUE,11,8,28,-1,29,0,30139,3,100,,29,30,0,97718,1,-210
8/10/2024,"Las Vegas, Nevada, USA",Serghei Spivac,Marcin Tybura,win,SUB,Armbar,1,1:44,0,3,1,1,0,0,0,0,Heavyweight,,"6' 3""",260 lbs.,"78""",Orthodox,1/24/1995,3.45,48%,4.25,50%,4.21,62%,63%,0.5,,"6' 3""",249 lbs.,"78""",Orthodox,11/9/1985,3.6,48%,3.31,55%,1.39,33%,75%,0.1,Republic of Moldova ,#N/A,Poland,Ankos MMA,7,4,12,7,TRUE,TRUE,17,27,29,-9,30,0,61126,6,,,38,39,0,122617,9,
8/10/2024,"Las Vegas, Nevada, USA",Chepe Mariscal,Damon Jackson,win,U-DEC,,3,5:00,0,73,5,0,0,32,1,0,Featherweight,,"5' 7""",145 lbs.,"69""",Orthodox,10/27/1992,4.95,56%,3.07,51%,2.85,39%,73%,0.2,,"5' 11""",155 lbs.,"71""",Switch,8/8/1988,2.96,42%,3.47,49%,2.3,32%,37%,1.2,United States,Elevation Fight Team,United States,Fortis MMA,3,0,6,4,TRUE,TRUE,18,23,31,-5,32,0,40429,6,-200,,36,36,1,11982,8,150
8/10/2024,"Las Vegas, Nevada, USA",Danny Barlow,Nikolay Veretennikov,win,S-DEC,,3,5:00,0,47,0,0,0,50,0,0,Welterweight,,"6' 2""",170 lbs.,"79""",Southpaw,8/2/1995,5.62,50%,3.7,51%,0,0%,100%,0,,"6' 1""",170 lbs.,"74""",Orthodox,12/22/1989,2.73,56%,3.54,48%,0,0%,57%,0,United States,Law School MMA,Kazakhstan,#N/A,1,0,1,0,TRUE,TRUE,9,12,29,-5,29,0,12302,1,-455,,34,35,0,8425,6,300
8/10/2024,"Las Vegas, Nevada, USA",Chris Gutierrez,Quang Le,win,U-DEC,,3,5:00,0,59,0,0,0,16,2,0,Bantamweight,,"5' 9""",135 lbs.,"67""",Orthodox,4/22/1991,4.59,58%,2.65,63%,0.24,25%,70%,0.1,,"5' 6""",135 lbs.,"70""",Orthodox,10/18/1991,2.7,37%,4.53,47%,3.15,35%,100%,0.5,United States,#N/A,Vietnam,The Academy MN,8,3,0,0,TRUE,TRUE,22,9,33,1,34,2,15410,6,-720,,32,33,0,20112,2,450
8/10/2024,"Las Vegas, Nevada, USA",Yana Santos,Chelsea Chandler,win,U-DEC,,3,5:00,1,94,0,0,0,56,0,0,Women's Bantamweight,,"5' 6""",135 lbs.,"68""",Orthodox,11/11/1989,4.42,58%,3.07,52%,0.87,50%,53%,0.1,,"5' 8""",135 lbs.,"68""",Southpaw,11/23/1990,3.55,45%,4.44,40%,0.87,60%,28%,0,Russia,Fight Spirit Gym,United States,Cesar Gracie Jiu Jitsu,4,5,2,1,TRUE,TRUE,16,6,34,1,35,0,21126,8,-157,,33,34,0,14806,4,120
8/10/2024,"Las Vegas, Nevada, USA",Toshiomi Kazama,Charalampos Grigoriou,win,SUB,Triangle Choke,2,1:55,0,2,1,1,1,26,0,0,Bantamweight,,"5' 7""",135 lbs.,"69""",Orthodox,5/15/1997,1.72,53%,3.89,42%,1.68,12%,66%,0.6,,"5' 7""",135 lbs.,"67""",Orthodox,3/31/1992,2.62,48%,3.97,46%,2.62,80%,90%,0,Japan,Wajutsu Keishukai HEARTS,Cyprus,Longo's MMA,0,2,0,1,TRUE,TRUE,11,8,27,-5,28,0,4235,4,,,32,33,0,52981,5,
8/10/2024,"Las Vegas, Nevada, USA",Karol Rosa,Pannie Kianzad,win,U-DEC,,3,5:00,0,117,1,0,0,92,0,0,Women's Bantamweight,,"5' 5""",135 lbs.,"67""",Orthodox,12/30/1994,6.22,55%,4.84,49%,1.09,46%,70%,0,,"5' 7""",135 lbs.,"66""",Orthodox,12/8/1991,4.88,49%,4.09,51%,0.41,33%,65%,0.1,Brazil,GAEA Project,Iran,Xtreme Couture,6,3,5,5,TRUE,TRUE,18,17,29,-3,30,0,29461,7,-280,,32,33,0,42122,9,188
8/10/2024,"Las Vegas, Nevada, USA",Jhonata Diniz,Karl Williams,win,U-DEC,,3,5:00,0,59,0,0,0,29,2,0,Heavyweight,,"6' 4""",254 lbs.,"79""",Orthodox,6/23/1991,3.36,53%,2.96,49%,0,0%,69%,0,,"6' 3""",235 lbs.,"79""",Orthodox,1/6/1990,2.68,48%,2.15,55%,4.2,48%,100%,0.2,Brazil,Santa Fé Team,#N/A,#N/A,1,0,3,0,TRUE,TRUE,8,10,33,-1,33,0,1173553,1,124,,34,35,0,6659,2,-205
8/10/2024,"Las Vegas, Nevada, USA",Youssef Zalal,Jarno Errens,win,SUB,Rear Naked Choke,1,3:52,0,10,1,1,0,6,0,0,Featherweight,,"5' 10""",145 lbs.,"72""",Switch,9/4/1996,3.07,50%,1.8,66%,2.09,30%,59%,1.3,,"5' 11""",145 lbs.,"73""",Orthodox,11/17/1994,3.29,44%,3.29,61%,0,0%,33%,0.3,Morocco,factoryX Muay Thai,Netherlands,Combat Brothers,4,3,1,2,TRUE,TRUE,17,14,27,-2,28,1,94663,5,-590,,29,30,1,28154,6,350
8/10/2024,"Las Vegas, Nevada, USA",Stephanie Luciano,Talita Alencar,win,U-DEC,,3,5:00,1,72,0,0,0,41,1,0,Women's Strawweight,,"5' 6""",115 lbs.,"65""",Orthodox,12/16/1999,5.36,41%,3.38,61%,0.67,66%,80%,0,,"5' 1""",115 lbs.,"58""",Orthodox,10/17/1990,2.62,33%,3.77,53%,2.5,20%,50%,0.2,Brazil,Gordin Fight Team,Brazil,#N/A,0,0,1,0,TRUE,TRUE,6,6,24,-9,25,1,27814,2,-175,,33,34,1,2849,1,114
8/3/2024,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Umar Nurmagomedov,Cory Sandhagen,win,U-DEC,,5,5:00,0,98,5,0,0,71,0,0,Bantamweight,,"5' 8""",135 lbs.,"69""",Orthodox,1/3/1996,4.38,57%,2.15,60%,3.26,39%,78%,0.3,,"5' 11""",135 lbs.,"70""",Switch,4/20/1992,5.06,45%,3.34,56%,1.28,34%,63%,0.3,Russia,Eagles MMA,United States,Elevation Fight Team,5,0,10,3,TRUE,TRUE,18,18,28,-4,29,0,1937310,1,-395,,32,33,0,27967,5,275
8/3/2024,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Shara Magomedov,Michal Oleksiejczuk,win,U-DEC,,3,5:00,0,97,0,0,0,77,3,0,Middleweight,,"6' 2""",185 lbs.,"73""",Orthodox,5/16/1994,5.87,62%,4.13,42%,0,0%,72%,0,,"6' 0""",185 lbs.,"74""",Southpaw,2/22/1995,5.27,51%,4.51,59%,1.05,43%,48%,0,Russia,GOR MMA,Poland,Fighting Nerds,3,0,7,6,TRUE,TRUE,15,20,30,1,31,0,1881874,1,,,29,30,0,9023,9,
8/3/2024,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Deiveson Figueiredo,Marlon Vera,win,U-DEC,,3,5:00,1,45,2,0,0,52,0,0,Bantamweight,,"5' 5""",135 lbs.,"68""",Orthodox,12/18/1987,2.82,54%,3.64,49%,1.69,35%,58%,1.4,,"5' 8""",135 lbs.,"70""",Switch,12/2/1992,4.27,49%,5.37,50%,0.51,39%,72%,0.8,Brazil,Team Figueiredo,Ecuador,#N/A,12,3,15,8,TRUE,TRUE,24,23,36,5,37,1,453100,5,-150,,31,32,1,#N/A,10,116
8/3/2024,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Michael Chiesa,Tony Ferguson,win,SUB,Rear Naked Choke,1,3:44,0,4,1,1,0,10,0,0,Welterweight,,"6' 1""",170 lbs.,"75""",Southpaw,12/7/1987,1.81,39%,1.66,54%,3.3,48%,61%,1.1,,"5' 11""",170 lbs.,"76""",Orthodox,2/12/1984,4.91,45%,4.37,55%,0.39,35%,66%,0.9,United States,Sikjitsu,United States,Knuckleheadz Boxing,11,7,15,8,TRUE,TRUE,18,26,36,-4,37,0,260123,7,-599,,40,41,0,2992950,11,340
8/3/2024,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Mackenzie Dern,Loopy Godinez,win,U-DEC,,3,5:00,0,72,2,0,0,67,2,1,Women's Strawweight,,"5' 4""",115 lbs.,"63""",Orthodox,3/24/1993,3.31,40%,3.9,52%,0.89,17%,25%,1.2,,"5' 2""",115 lbs.,"61""",Orthodox,9/6/1993,4.28,48%,3.87,61%,3.12,47%,81%,0.9,United States,Black House MMA,Mexico,Lobo Gym MMA,8,5,7,4,TRUE,TRUE,15,13,31,1,32,0,1592113,5,-145,,30,31,0,1748,5,100
8/3/2024,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Joel Alvarez,Elves Brener,win,KO/TKO,Knees,3,3:36,1,95,0,1,0,45,0,0,Lightweight,,"6' 3""",155 lbs.,"77""",Orthodox,3/2/1993,4.51,53%,3.32,50%,0,0%,40%,1.2,,"5' 10""",155 lbs.,"72""",Orthodox,9/27/1997,3.99,47%,5.3,48%,1.23,23%,76%,0,Spain,#N/A,Brazil,Chute Boxe Diego Lima,5,2,3,1,TRUE,TRUE,22,16,31,5,32,0,185314,3,-166,,26,27,0,56996,5,123
